id,text
train1375952,"question : what is this document about? 
 answer : business 
 context : how important is closet space in a house generally? i am purchasing a house with very little closet space (some closets were removed to make rooms larger) i plan on flipping this property, should i add new closets or leave as is? your best bet is to check with the realtor you plan on listing the property with. \n\nclosets are very important nowadays, moreso than in the past.\n\nas long as you have ample closet space, you should be fine. but, if there are say, no closets, you should consider adding some or coming up with some alternative. \n\nthey don't necessarily have to be walk-in closets, but just average size for that house, room, etc. 
"
train226243,"question : what is this document about? 
 answer : entertainment 
 context : what is the movie about a man who dreams of dakota fanning? a casting call is out, anyone know about it? there's been an add placed for young actresses in wales to act as extras in a dream sequence during a movie. the movie is about a guy who dreams of dakota fanning, and there are hundreds of her in this sequence. there's talk of it elsewhere, that dakota's people have been meeting with the man behind this alleged project, and she herself may be involved in it. i can't find out who this guy is, but i suspect he's already famous. whoever he is, he's quoted as saying that dakota smells of raspberries. what’s most endearing about her, though, is that she comes across is a surprisingly down-to-earth and personable kid. in a recent roundtable interview in kansas city to promote her new movie “dreamer: inspired by a true story,” the young actress cheerfully bounded to the head of the table and was ready to field questions faster than reporters could start asking them.\nin the film, she plays a girl named cale crane who convinces her horse trainer father (kurt russell) to raise a wounded filly named soñador back to racing shape. 
"
train155150,"question : what is this document about? 
 answer : education 
 context : betty bought a sweater for $36 after a 20% discount. how do i find out the orignal price? i'd set it up like this...\n36      80\n--   =  --\n n      100\n\ncross multiply and solve for n 
"
train144645,"question : what is this document about? 
 answer : sports 
 context : in the nhl, what does it mean when a player gets a penalty called on him for ""icing""? icing in ice hockey occurs when a player shoots the puck across both the red line and the opposing team's goal line without the puck going into the net. when icing occurs, a linesman stops play. play is resumed with a faceoff in the defending zone of the team that committed the infraction. 
"
train1177779,"question : what is this document about? 
 answer : health 
 context : real problem need help? less than a year ago i started getting bloated\nalmost whenever i eat..but i can't connect it to any specific foods,\nmy diet is quite normal...\ni've tried everything, and nothing helps.\ndoctor says i might be swallowing air when i eat but\ni get bloated after coffe...sometimes i'm fine for a week,\nand then bloated all the time for days.\nanyone have the same problem? know how to help?\nthanx if i were you i would write a food diary of all the foods that you ingest and eat at home where you know exactly what is in your food. while you are writing your food diary i would write down how bloated you are feeling as a numerical rating from one to ten.\ni would also rate how well you slept and how stressed you are.\n\nthat way at least you may be able to find what foods or things are causing it.\n\nif you see no relation to the foods you are eating or your stress level i think i would see another doctor. 
"
train609682,"question : what is this document about? 
 answer : science 
 context : what protects the brain and the spinal cord? the star wars missile deflecting system made out of magic by ronald reagan. (and we think bush is dumb) 
"
train1090456,"question : what is this document about? 
 answer : science 
 context : a bottle of red liquid sits overnight,bits of red powder are found on the bottom of the container.when they... a bottle of red liquid sits overnight,bits of red powder are found on the bottom of the container.when they shine a light into the container,the top of the bottom appears red.does this bottle contain a solution? impossible to determine exactly, but it certainly appears to contain at least a suspension.  remember that a substance can be suspended in a solution...\n\nthere's also a possibility that the bottle contains a super-saturated solution, with undissolved substance as a sediment at the bottom of the liquid. 
"
train693870,"question : what is this document about? 
 answer : society 
 context : what myths involve vultures? what do they represent? in greek mythology, the vulture is the descendant of the griffin.  it was a very buddhist-like, zen-like symbol of the non-dual oneness of heaven and earth, spirit and matter, good and evil, guardian and avenger.  the vulture is the avenger of nature spirits.    ancient assyrians believed the vulture was, like nagarjuna's middle way, sunyata, the encompassing overall non-separated union between the day and night.\n\nin egyptian mythology, nephthys (spelt nebet-het, and nebt-het, in transliteration from hieroglyphs) is one of the ennead of heliopolis, a daughter of nuit and geb, and the wife of set. \n\nshe was banished to the desert.  as she was also seen as a bird, she gradually became seen as a vulture, which the egyptians believed never had children due to being believed to all be female (they thought vultures were spontaneously created from air). although vultures were seen in a positive light, their feeding behaviour nevertheless lead them to be associated also with decay and death, and so nephthys too gradually became a goddess of death and decay. 
"
train1180340,"question : what is this document about? 
 answer : relationship 
 context : how long can you hold your breath? can you do any tricks? are you color blind? do you have teeth? how fast can you swim? can you swim upside down? how long do you think you will live? do you have digestive disorders? are you allergic to seafood?  how much do you weigh? are you from a large family? do you like to travel? are you friendly?  are you an orphan? at least 45 to 60 seconds without any serious discomfort (nice to know when to give up on getting your kayak right side up, bail out, and get a breath of air).\n\ni can stand on my hind legs and beg.\n\ni'm not color blind.\n\nyes, i have teeth (like teemu selanne said during the winter olympics - a person can always get more teeth).\n\ni swim exceptionally slow - especially one handed while hauling a boat and paddle behind me.  not fast enough to reach the shore between the rocks in a fast current.\n\ni'm a lousy kayaker.  being upside down is normal for me (but a person can always get more teeth).\n\ni think i'll live through at least one more river run.\n\ni usually have no digestive disorders (depends how many teeth i've swallowed).\n\ni hate seafood, so i wouldn't know.\n\nmy weight is about 11 stones, 660 newtons, 16000 zolotniks, or 60000 scruples depending upon what units of measure you're familiar with.\n\nmost of my family are large, but i'm not.\n\nyes, i like traveling, i'm friendly, but i am not an orphan. 
"
train555134,"question : what is this document about? 
 answer : sports 
 context : why people do the exercises? i do excercise to be fit. i do 4 traings of rugby, 2 rugby matches a week. i am water polo captain so play water polo quite a lot. my daily excercise is 5 laps of oval, 1km of bike riding, 30 push ups, 50 sit ups, 5 chin ups and surf every weekend. i do this to  get some chicks. 
"
train1315118,"question : what is this document about? 
 answer : entertainment 
 context : how can i take the scratches out of a dvd with things i already have around the house? i really don't want to buy anything special to do this....yeah, i'm cheap, i know.  :-) toothpaste. \nsmear a little bit on it and use your finger (go with the grain) and gently rub it. then, a moist cloth and again gently remove the excess toothpaste. i've done it a million times, and had good results. 
"
train1386951,"question : what is this document about? 
 answer : health 
 context : what is good for allergies from pollen ? i can't take it no more...please help!!!!!!!! bee pollen from your local area. 
"
train86223,"question : what is this document about? 
 answer : computer 
 context : what sql statement should i use? i have two tables:categories and subcategories \nthere 2 tables are related together (naturally with catid in subcategories table)\nnow what sql statement should i use to display both categories and subcategories on 1 page and in a hierachical way.\ni want the code in asp.\nit is important for me to display them like this:\ncategory 1    category2    \nsubcat1        subcat1\nsubcat2        subcat2 it's hard to tell exactly what you are asking, but it sound like what you are looking for is:\nselect categories.field1, categories.field2, ...subcategories.field1, subcategories.field2, ...\nfrom categories inner join subcategories on categories .catid = subcategories.catid\norder by categories.catid;\n\nwhen you walk through the recordset, you keep track of previouscatid. when the categories.catid doesn't match the previouscatid, you print the category data items before the subcategories and update the previouscatid. if categoryid hasn't changed, you just print the subcategory items. 
"
